        Fp1         Fpz         Fp2         AF3         AF4         F11          F7          F5          F3          F1          Fz          F2          F4          F6          F8         F12        FT11         FC5         FC3         FC1         FCz         FC2         FC4         FC6        FT12          T7          C5          C3          C1          Cz          C2          C4          C6          T8         TP7         CP5         CP3         CP1         CPz         CP2         CP4         CP6         TP8          M1          M2          P7          P5          P3          P1          Pz          P2          P4          P6          P8         PO7         PO3         POz         PO4         PO8          O1          Oz          O2         Cb1         Cb2        AFp1        AFp2         AF7         AF5         AFz         AF6         AF8       AFF5h       AFF3h       AFF1h       AFF2h       AFF4h       AFF6h          F9         F10       FFT7h       FFC5h       FFC3h       FFC1h       FFC2h       FFC4h       FFC6h       FFT8h         FT9         FT7         FT8        FT10       FTT7h       FCC5h       FCC3h       FCC1h       FCC2h       FCC4h       FCC6h       FTT8h       TTP7h       CCP5h       CCP3h       CCP1h       CCP2h       CCP4h       CCP6h       TTP8h       TPP7h       CPP5h       CPP3h       CPP1h       CPP2h       CPP4h       CPP6h       TPP8h          P9         P10       PPO3h       PPO1h       PPO2h       PPO4h         PO9         PO5         PO1         PO2         PO6        PO10         Cbz        VEOG        HEOG     Trigger 
 1.4069e-01  8.7707e-02  1.9959e+00 -6.9775e-02  1.5751e-01  4.6464e-01  2.1922e-01  4.3719e-01 -4.9278e-01 -3.0924e-01 -1.0386e-01  5.4295e-02  1.3047e-01 -4.6485e-01  1.1076e-02 -6.5148e-02  4.2654e-01 -6.9887e-01 -9.2270e-01 -1.0217e-01 -1.5763e-01  7.2706e-01  5.7172e-01  1.3174e-01 -1.9961e-01 -5.0842e-01 -5.8697e-01 -1.0757e+00 -4.3290e-01  2.3751e-01  1.3469e-01  1.2819e-01  1.9383e-02  1.0737e+00 -6.0967e-01 -1.5053e+00 -8.3702e-01 -6.3092e-01 -2.3540e-01  3.0366e-01  1.5979e+00 -1.2476e-01 -8.0993e-03  5.9992e-01  9.2879e-01 -2.2948e-01 -7.0127e-01 -3.5391e-01 -8.3326e-02  4.6101e-01  5.2360e-01  3.2585e-01 -2.7517e-02  2.5074e-01  6.1701e-02  7.1887e-02  4.4010e-01  5.8030e-01  2.2435e-01  3.0261e-01  8.0218e-01  5.5535e-01  4.7875e-01  4.8147e-01 -2.6799e-01 -1.7266e-01 -2.5075e-01 -1.8955e-01 -1.6926e-01 -2.8866e-01 -2.7308e-01 -1.9818e-01 -9.2973e-03 -1.3777e-01 -1.1874e-01  4.4987e-03  2.0508e-01 -3.3079e-02 -2.2117e-01  1.2601e-01  6.7636e-01  8.9135e-02 -4.5486e-01  5.1478e-02  3.0486e-02  3.7227e-02 -1.0727e+00  6.0023e-03 -1.6814e-04  2.2769e-01 -2.4555e-01 -6.8653e-01 -1.0890e+00 -7.1068e-01  1.0984e-01  1.0592e-01  2.6326e-01  6.2098e-01 -2.4781e-01 -6.8791e-01 -9.2791e-01 -8.1889e-01 -4.7180e-01 -1.7974e-01 -2.9547e-01  3.4261e-01 -2.4503e-01 -7.8027e-01 -9.0044e-01 -5.0255e-01 -1.8638e-02  1.9250e-01  2.1508e-01  3.1011e-01  3.4886e-01  9.4037e-02  8.7036e-01 -1.5359e-01  3.6756e-01  4.3999e-01  3.3346e-01  2.4513e-03 -1.8115e-02  5.9488e-01  4.2738e-01  2.1145e-01  1.6231e-01  7.6870e-01 -1.4222e-01 -2.5857e-01 -4.9174e-04 
 3.1089e-02 -1.6240e-02  2.0775e+00 -1.8138e-01  2.2620e-01  4.3048e-01  2.3982e-01  3.5221e-01 -5.8296e-01 -4.3095e-01 -2.0504e-01  4.1659e-02  3.1235e-01  1.7178e-01 -2.9404e-01 -1.6759e-01  4.0911e-01 -7.4530e-01 -1.0052e+00 -2.3534e-01 -3.1576e-01  7.7538e-01  7.2820e-01  6.7681e-01 -2.0175e-01 -2.7239e-01 -6.4934e-01 -1.1862e+00 -6.0137e-01  8.5949e-02  1.1897e-01  2.6797e-01  4.2323e-01  8.7754e-01 -5.4821e-01 -1.5359e+00 -9.2747e-01 -7.5220e-01 -3.5902e-01  3.3043e-01  1.6903e+00  3.2680e-02  7.0149e-02  5.3835e-01  8.1200e-01 -2.4037e-01 -7.0616e-01 -3.9664e-01 -1.3350e-01  3.9890e-01  5.5373e-01  4.1448e-01  1.7532e-02  2.3856e-01  8.7297e-02  6.2941e-02  3.8096e-01  5.8757e-01  1.9378e-01  2.6417e-01  8.0761e-01  5.4811e-01  5.0191e-01  3.7988e-01 -3.9054e-01 -2.0874e-01 -4.2953e-01 -3.0549e-01 -2.7221e-01 -4.6100e-02  1.0415e-01 -3.0339e-01 -1.3234e-01 -2.2077e-01 -2.1709e-01  5.9434e-02  4.7359e-01  8.3977e-04 -4.2917e-01  9.1488e-03  7.1427e-01  1.7596e-02 -5.6665e-01 -1.6106e-02  1.2188e-01  4.5976e-01 -3.9980e-01  2.8899e-03  1.1244e-01  2.8098e-01 -4.5842e-01 -6.8144e-01 -1.1968e+00 -8.6878e-01 -6.9065e-02  3.3086e-02  2.8027e-01  9.4802e-01 -1.0528e-02 -7.3953e-01 -1.0358e+00 -9.9872e-01 -6.3537e-01 -3.1380e-01 -2.8455e-01  5.1170e-01 -5.2416e-02 -7.6281e-01 -9.2732e-01 -5.7420e-01 -7.7247e-02  1.1994e-01  2.3743e-01  4.4366e-01  3.9762e-01  4.9123e-02  7.6532e-01 -1.6914e-01  3.4189e-01  4.4003e-01  3.7254e-01  2.8610e-02 -2.3800e-02  5.4429e-01  4.2762e-01  2.4757e-01  1.0101e-01  7.0351e-01 -2.4017e-01  8.9760e-01 -4.9174e-04 
-6.6161e-02 -8.5429e-02  2.1208e+00 -2.5405e-01  2.7574e-01  4.2597e-01  2.9003e-01  3.0333e-01 -6.5189e-01 -5.4549e-01 -2.9415e-01  1.4948e-02  4.3777e-01  7.3824e-01 -5.7894e-01 -1.4787e-01  4.5005e-01 -7.5611e-01 -1.0972e+00 -3.9801e-01 -4.8524e-01  7.6421e-01  7.7577e-01  8.9868e-01 -8.8831e-02 -4.3838e-02 -6.8304e-01 -1.2707e+00 -7.8115e-01 -9.4055e-02  3.8452e-02  3.1369e-01  7.3352e-01  6.2616e-01 -4.7299e-01 -1.5259e+00 -1.0171e+00 -8.9311e-01 -5.2029e-01  3.0440e-01  1.7007e+00  1.3347e-01  1.4463e-01  5.8403e-01  8.0596e-01 -2.1678e-01 -6.9134e-01 -4.4977e-01 -1.9397e-01  3.0776e-01  5.5351e-01  4.8594e-01  4.8652e-02  2.6584e-01  1.3334e-01  6.7515e-02  3.2039e-01  5.9798e-01  2.2522e-01  2.3226e-01  8.1688e-01  5.7426e-01  5.7495e-01  3.2839e-01 -4.7646e-01 -2.4646e-01 -5.2006e-01 -3.7809e-01 -3.6322e-01  2.0895e-01  4.0277e-01 -3.5516e-01 -2.1640e-01 -2.9434e-01 -3.0722e-01  1.0480e-01  6.8793e-01  5.3013e-02 -4.6788e-01 -5.9859e-02  7.6077e-01 -5.7174e-02 -6.7311e-01 -8.7238e-02  1.7143e-01  7.4479e-01  3.0510e-01  3.5630e-02  2.4506e-01  5.1016e-01 -4.9540e-01 -6.2093e-01 -1.2883e+00 -1.0250e+00 -2.6912e-01 -7.9764e-02  2.1266e-01  1.0935e+00  1.1816e-01 -7.5309e-01 -1.1315e+00 -1.1877e+00 -8.2683e-01 -5.1692e-01 -3.2802e-01  5.9331e-01  1.0877e-01 -7.1399e-01 -9.4938e-01 -6.5128e-01 -1.6893e-01  1.0448e-02  2.1416e-01  5.2439e-01  4.5914e-01  9.9804e-02  7.3642e-01 -1.9401e-01  2.9460e-01  4.2486e-01  3.7599e-01  8.1536e-02 -1.4268e-02  5.0997e-01  4.0507e-01  3.1735e-01  1.2203e-01  6.7413e-01 -1.1463e+00 -6.1835e-01 -4.9174e-04 
-1.6773e-01 -1.4342e-01  2.1218e+00 -2.9948e-01  3.0569e-01  4.8474e-01  3.4641e-01  2.8478e-01 -6.9930e-01 -6.4103e-01 -3.6072e-01 -1.3476e-02  5.0577e-01  1.1698e+00 -7.0451e-01 -4.7854e-02  5.6225e-01 -7.4856e-01 -1.1757e+00 -5.4678e-01 -6.4106e-01  7.1312e-01  7.3704e-01  8.8365e-01  1.0621e-01  1.2629e-01 -6.8556e-01 -1.3147e+00 -9.4829e-01 -2.8790e-01 -9.1399e-02  2.7154e-01  9.0417e-01  4.0352e-01 -3.9164e-01 -1.4821e+00 -1.0861e+00 -1.0329e+00 -7.0120e-01  2.3260e-01  1.6408e+00  1.6649e-01  2.0046e-01  7.5882e-01  9.0530e-01 -1.5475e-01 -6.6874e-01 -5.0470e-01 -2.7150e-01  1.9313e-01  5.2110e-01  5.2162e-01  5.4371e-02  3.1973e-01  1.7900e-01  6.6803e-02  2.4738e-01  5.8199e-01  2.9750e-01  2.0078e-01  8.0613e-01  6.0326e-01  6.7611e-01  3.0888e-01 -5.2826e-01 -2.8535e-01 -5.4029e-01 -4.0725e-01 -4.2217e-01  4.5239e-01  6.5013e-01 -3.6685e-01 -2.4342e-01 -3.4292e-01 -3.7268e-01  1.4376e-01  8.5068e-01  1.4108e-01 -4.2824e-01 -7.9741e-02  8.0116e-01 -1.2416e-01 -7.6111e-01 -1.4771e-01  1.8258e-01  9.0420e-01  9.6191e-01  1.2298e-01  3.6853e-01  8.5699e-01 -4.4722e-01 -5.3639e-01 -1.3392e+00 -1.1507e+00 -4.6084e-01 -2.1076e-01  9.3639e-02  1.0714e+00  1.8812e-01 -7.2620e-01 -1.1960e+00 -1.3554e+00 -1.0183e+00 -7.5186e-01 -4.1417e-01  5.8840e-01  2.2205e-01 -6.4447e-01 -9.6778e-01 -7.3033e-01 -2.8341e-01 -1.2309e-01  1.4997e-01  5.4184e-01  5.3497e-01  2.6163e-01  7.8768e-01 -2.3774e-01  2.2160e-01  3.8111e-01  3.2850e-01  1.4706e-01 -3.3582e-03  4.7604e-01  3.5213e-01  3.8874e-01  2.0477e-01  6.7287e-01 -2.2306e-01 -1.5139e+00 -4.9174e-04 
-2.1947e-01 -1.6838e-01  2.0878e+00 -2.6505e-01  2.8379e-01  5.9621e-01  4.4943e-01  3.4329e-01 -6.9703e-01 -6.9893e-01 -3.9788e-01 -5.8529e-02  4.6744e-01  1.3057e+00 -6.8925e-01  2.0903e-01  7.3598e-01 -6.8792e-01 -1.2352e+00 -6.5900e-01 -7.7644e-01  6.0579e-01  5.8225e-01  4.9422e-01  3.8568e-01  2.2557e-01 -6.6554e-01 -1.3203e+00 -1.0834e+00 -4.7528e-01 -2.5700e-01  1.2609e-01  8.9173e-01  2.9336e-01 -2.9205e-01 -1.4101e+00 -1.1304e+00 -1.1514e+00 -8.7787e-01  1.1546e-01  1.5231e+00  1.3681e-01  2.3895e-01  1.0245e+00  1.0994e+00 -6.3895e-02 -6.3582e-01 -5.6902e-01 -3.6026e-01  6.1011e-02  4.5686e-01  5.1841e-01  4.7436e-02  4.0524e-01  2.1830e-01  5.5149e-02  1.6630e-01  5.4924e-01  4.1274e-01  1.7433e-01  7.8036e-01  6.4839e-01  7.9893e-01  3.7466e-01 -5.1706e-01 -3.1708e-01 -4.3843e-01 -3.5238e-01 -4.5033e-01  5.7483e-01  6.9519e-01 -2.8995e-01 -2.0774e-01 -3.6841e-01 -4.0876e-01  1.3698e-01  8.8894e-01  2.5380e-01 -1.4811e-01  1.7182e-02  8.4384e-01 -1.6115e-01 -8.1812e-01 -2.0793e-01  1.2109e-01  8.1616e-01  1.3731e+00  2.5745e-01  5.1928e-01  1.3030e+00 -1.5730e-01 -4.1480e-01 -1.3523e+00 -1.2340e+00 -6.1916e-01 -3.5350e-01 -7.7503e-02  8.3620e-01  1.4684e-01 -6.5245e-01 -1.2241e+00 -1.4844e+00 -1.1912e+00 -9.9720e-01 -5.4445e-01  4.9334e-01  2.8430e-01 -5.5605e-01 -9.7714e-01 -8.0268e-01 -4.1097e-01 -2.7089e-01  4.5933e-02  4.9912e-01  6.1850e-01  4.9369e-01  9.2777e-01 -3.0259e-01  1.3563e-01  3.0788e-01  2.3860e-01  2.1063e-01 -5.7940e-03  4.3727e-01  2.6595e-01  4.4942e-01  3.5333e-01  7.2429e-01 -4.3116e-02 -7.5798e-01 -4.9174e-04 
-2.4537e-01 -1.9170e-01  2.0285e+00 -1.8941e-01  2.1927e-01  7.6383e-01  5.7214e-01  4.5267e-01 -6.5657e-01 -7.1769e-01 -4.0705e-01 -1.0277e-01  3.6651e-01  1.1875e+00 -4.6651e-01  5.1626e-01  9.4941e-01 -6.0034e-01 -1.2575e+00 -7.0127e-01 -8.7267e-01  4.8675e-01  3.8007e-01 -2.3941e-02  6.7943e-01  2.4798e-01 -6.3145e-01 -1.2890e+00 -1.1737e+00 -6.3742e-01 -4.2378e-01 -7.1378e-02  7.3624e-01  3.3655e-01 -1.8252e-01 -1.3364e+00 -1.1451e+00 -1.2371e+00 -1.0335e+00 -2.1191e-02  1.3833e+00  6.3334e-02  2.5921e-01  1.3481e+00  1.3323e+00  4.5710e-02 -6.1223e-01 -6.3411e-01 -4.6221e-01 -7.9626e-02  3.7154e-01  4.7437e-01  2.8727e-02  5.0406e-01  2.3484e-01  1.9912e-02  7.5171e-02  4.8474e-01  5.3279e-01  1.4989e-01  7.2680e-01  6.7286e-01  9.1038e-01  4.7373e-01 -4.7072e-01 -3.4359e-01 -2.7596e-01 -2.4601e-01 -4.4297e-01  5.8547e-01  6.2519e-01 -1.7057e-01 -1.1718e-01 -3.6740e-01 -4.1312e-01  9.3634e-02  8.3774e-01  3.9554e-01  1.9271e-01  1.8857e-01  8.8135e-01 -1.6254e-01 -8.3982e-01 -2.5649e-01  2.0377e-02  5.8180e-01  1.5398e+00  4.3278e-01  6.6812e-01  1.7336e+00  1.9318e-01 -2.9377e-01 -1.3194e+00 -1.2628e+00 -7.2349e-01 -4.7861e-01 -2.4644e-01  4.9407e-01  9.2028e-02 -5.5522e-01 -1.2176e+00 -1.5594e+00 -1.3236e+00 -1.2148e+00 -6.8970e-01  3.4599e-01  3.0925e-01 -4.6905e-01 -9.8746e-01 -8.7197e-01 -5.3747e-01 -4.1788e-01 -7.8290e-02  4.1240e-01  7.0719e-01  7.5726e-01  1.1234e+00 -3.9076e-01  4.2470e-02  2.0632e-01  1.1275e-01  2.5614e-01 -3.0235e-02  3.8275e-01  1.5516e-01  4.7361e-01  5.1769e-01  8.0399e-01 -8.1023e-01 -1.2688e+00 -4.9174e-04 
-2.0223e-01 -1.9344e-01  1.9587e+00 -5.0976e-02  9.6191e-02  9.4858e-01  7.4563e-01  6.3394e-01 -5.6558e-01 -6.9191e-01 -3.9355e-01 -1.5731e-01  1.9641e-01  7.8637e-01 -1.3848e-01  8.8970e-01  1.1662e+00 -4.6332e-01 -1.2452e+00 -6.7461e-01 -9.3331e-01  3.5625e-01  1.3585e-01 -6.8133e-01  9.6863e-01  2.2466e-01 -5.9684e-01 -1.2350e+00 -1.2150e+00 -7.5645e-01 -5.7051e-01 -2.9978e-01  4.7814e-01  5.3890e-01 -5.7207e-02 -1.2780e+00 -1.1418e+00 -1.2849e+00 -1.1525e+00 -1.6306e-01  1.2452e+00 -2.6580e-02  2.7472e-01  1.6599e+00  1.5647e+00  1.5235e-01 -5.9983e-01 -7.0717e-01 -5.6554e-01 -2.2082e-01  2.7479e-01  4.0401e-01  1.8367e-02  6.1916e-01  2.3375e-01 -3.2898e-02 -1.1785e-02  4.1331e-01  6.5126e-01  1.3590e-01  6.6489e-01  6.8887e-01  1.0047e+00  6.2539e-01 -3.8501e-01 -3.6046e-01 -4.0819e-02 -8.3101e-02 -4.1671e-01  4.3520e-01  3.6416e-01  5.1219e-03  1.0301e-02 -3.5376e-01 -3.9615e-01 -1.0934e-02  6.6317e-01  5.4139e-01  6.6536e-01  4.4750e-01  9.3044e-01 -1.1777e-01 -8.2491e-01 -3.0671e-01 -1.2561e-01  1.7168e-01  1.3915e+00  6.1825e-01  8.4494e-01  2.1000e+00  6.7044e-01 -1.6011e-01 -1.2582e+00 -1.2454e+00 -7.6594e-01 -5.7984e-01 -4.0661e-01  7.4162e-02  1.3119e-03 -4.4988e-01 -1.1914e+00 -1.5833e+00 -1.4105e+00 -1.3929e+00 -8.3882e-01  1.7010e-01  3.1654e-01 -3.9216e-01 -1.0008e+00 -9.3647e-01 -6.5423e-01 -5.5579e-01 -2.1010e-01  3.0598e-01  7.9107e-01  9.8430e-01  1.3555e+00 -4.9502e-01 -4.0030e-02  8.9902e-02 -2.3084e-02  2.7565e-01 -7.9126e-02  3.1777e-01  3.1508e-02  4.6446e-01  6.8385e-01  9.2059e-01 -1.1908e-02  2.8250e-01  6.0000e+01 
-1.2658e-01 -2.0222e-01  1.8881e+00  8.5904e-02 -5.6768e-02  1.1361e+00  9.2897e-01  8.3503e-01 -4.5149e-01 -6.3338e-01 -3.6828e-01 -2.0340e-01  2.9130e-02  2.6708e-01  2.8745e-01  1.1839e+00  1.3540e+00 -3.1635e-01 -1.1897e+00 -5.7689e-01 -9.5220e-01  2.6227e-01 -6.6458e-02 -1.1716e+00  1.1825e+00  1.7928e-01 -5.6860e-01 -1.1657e+00 -1.2104e+00 -8.2325e-01 -6.6879e-01 -4.8991e-01  2.1563e-01  8.5047e-01  6.6007e-02 -1.2613e+00 -1.1278e+00 -1.3005e+00 -1.2315e+00 -2.7953e-01  1.1408e+00 -1.0522e-01  2.9065e-01  1.9262e+00  1.7410e+00  2.3939e-01 -6.1782e-01 -7.7915e-01 -6.6710e-01 -3.5356e-01  1.8079e-01  3.1935e-01  1.7343e-02  7.3314e-01  2.1325e-01 -1.0238e-01 -8.9586e-02  3.3154e-01  7.3328e-01  1.3246e-01  5.9582e-01  6.6561e-01  1.0613e+00  7.5582e-01 -3.0440e-01 -3.7378e-01  1.7925e-01  7.6254e-02 -3.7799e-01  2.0254e-01  6.9479e-02  1.6509e-01  1.5147e-01 -3.3259e-01 -3.6729e-01 -1.4756e-01  4.3833e-01  6.8625e-01  1.0247e+00  7.0192e-01  9.8959e-01 -3.6542e-02 -7.8027e-01 -3.4970e-01 -2.6489e-01 -2.4124e-01  1.0661e+00  7.9363e-01  1.0096e+00  2.2928e+00  1.0305e+00 -4.6470e-02 -1.1712e+00 -1.1878e+00 -7.4766e-01 -6.3603e-01 -5.1137e-01 -2.7897e-01 -2.3887e-02 -3.7106e-01 -1.1612e+00 -1.5610e+00 -1.4473e+00 -1.5104e+00 -9.5862e-01  1.4581e-02  3.2925e-01 -3.4761e-01 -1.0307e+00 -1.0046e+00 -7.5251e-01 -6.7402e-01 -3.2497e-01  2.0637e-01  8.6557e-01  1.1438e+00  1.5792e+00 -6.0862e-01 -1.0747e-01 -3.0011e-02 -1.5384e-01  2.6675e-01 -1.4560e-01  2.4372e-01 -8.7489e-02  4.1709e-01  8.0112e-01  1.0392e+00 -3.6195e-02  2.0170e+00  6.0000e+01 
 1.1973e-02 -1.9344e-01  1.8256e+00  2.3000e-01 -2.3750e-01  1.2854e+00  1.1379e+00  1.0563e+00 -3.1414e-01 -5.4759e-01 -3.4121e-01 -2.5353e-01 -1.3418e-01 -3.1476e-01  6.6171e-01  1.4091e+00  1.4843e+00 -1.4834e-01 -1.1040e+00 -4.3991e-01 -9.4544e-01  1.9492e-01 -2.2890e-01 -1.5250e+00  1.3211e+00  1.5198e-01 -5.5387e-01 -1.0956e+00 -1.1690e+00 -8.3570e-01 -7.1573e-01 -6.2591e-01  6.5156e-03  1.1985e+00  1.8392e-01 -1.2918e+00 -1.1208e+00 -1.2936e+00 -1.2700e+00 -3.6225e-01  1.0765e+00 -1.5157e-01  3.1833e-01  2.1049e+00  1.8491e+00  2.8658e-01 -6.6250e-01 -8.5716e-01 -7.5281e-01 -4.7184e-01  9.6225e-02  2.4159e-01  3.8612e-02  8.5161e-01  1.9192e-01 -1.7135e-01 -1.4270e-01  2.6917e-01  7.8708e-01  1.4870e-01  5.4818e-01  6.2784e-01  1.0943e+00  8.8219e-01 -2.2866e-01 -3.8220e-01  3.8906e-01  2.2578e-01 -3.4753e-01 -1.0330e-01 -2.8799e-01  3.1391e-01  2.8439e-01 -3.2058e-01 -3.4231e-01 -3.2032e-01  1.5922e-01  8.0335e-01  1.3232e+00  9.3533e-01  1.0762e+00  7.6253e-02 -7.1350e-01 -4.0019e-01 -3.9882e-01 -6.5219e-01  6.0238e-01  9.2820e-01  1.1803e+00  2.3043e+00  1.3244e+00  6.7393e-02 -1.0813e+00 -1.1112e+00 -6.8250e-01 -6.5525e-01 -5.7357e-01 -5.4298e-01 -2.8723e-02 -3.3154e-01 -1.1457e+00 -1.5113e+00 -1.4461e+00 -1.5751e+00 -1.0439e+00 -1.0417e-01  3.6146e-01 -3.3965e-01 -1.0776e+00 -1.0760e+00 -8.3168e-01 -7.7044e-01 -4.1353e-01  1.3493e-01  9.2060e-01  1.2063e+00  1.7811e+00 -7.1831e-01 -1.4939e-01 -1.3646e-01 -2.5570e-01  2.3831e-01 -2.1818e-01  1.7574e-01 -1.8909e-01  3.5558e-01  8.7295e-01  1.1655e+00 -1.2127e+00  2.1397e+00  6.0000e+01 
 1.6441e-01 -1.9217e-01  1.7724e+00  3.2023e-01 -4.0492e-01  1.3960e+00  1.3191e+00  1.2347e+00 -1.8646e-01 -4.5313e-01 -3.2227e-01 -2.9204e-01 -2.3405e-01 -7.6692e-01  9.6555e-01  1.4502e+00  1.5486e+00 -5.4151e-03 -9.8979e-01 -2.8419e-01 -9.1707e-01  1.8221e-01 -2.9400e-01 -1.5261e+00  1.3464e+00  1.5523e-01 -5.5113e-01 -1.0285e+00 -1.1025e+00 -8.0361e-01 -7.0830e-01 -6.6493e-01 -7.6839e-02  1.4878e+00  2.7405e-01 -1.3757e+00 -1.1269e+00 -1.2788e+00 -1.2787e+00 -3.9586e-01  1.0592e+00 -1.5659e-01  3.5338e-01  2.2075e+00  1.8777e+00  2.8707e-01 -7.4350e-01 -9.3225e-01 -8.2118e-01 -5.7013e-01  2.7380e-02  1.8078e-01  7.1049e-02  9.5999e-01  1.7580e-01 -2.3359e-01 -1.7118e-01  2.2007e-01  7.9949e-01  1.8178e-01  5.2412e-01  5.6086e-01  1.1031e+00  9.4835e-01 -1.9326e-01 -3.9294e-01  5.1285e-01  3.1336e-01 -3.2805e-01 -3.7239e-01 -5.3883e-01  3.8953e-01  3.9310e-01 -3.1930e-01 -3.2836e-01 -4.8397e-01 -8.4949e-02  8.9433e-01  1.3511e+00  1.0563e+00  1.1826e+00  1.9882e-01 -6.3666e-01 -4.4892e-01 -4.8431e-01 -8.9780e-01  1.9334e-01  1.0159e+00  1.3092e+00  2.0939e+00  1.3469e+00  1.5522e-01 -9.9083e-01 -1.0271e+00 -5.8893e-01 -6.3329e-01 -5.7149e-01 -6.2070e-01  4.7369e-02 -3.5057e-01 -1.1543e+00 -1.4477e+00 -1.4153e+00 -1.5840e+00 -1.0759e+00 -1.5975e-01  4.1893e-01 -3.7981e-01 -1.1488e+00 -1.1564e+00 -8.9130e-01 -8.4075e-01 -4.6192e-01  1.0313e-01  9.5379e-01  1.1961e+00  1.9350e+00 -8.1581e-01 -1.7232e-01 -2.2169e-01 -3.2518e-01  2.0259e-01 -2.8202e-01  1.1945e-01 -2.6240e-01  2.9051e-01  8.7912e-01  1.2694e+00 -1.2555e+00 -7.2799e-01  6.0000e+01 
 3.4955e-01 -1.7332e-01  1.7291e+00  3.8285e-01 -5.5317e-01  1.4512e+00  1.4824e+00  1.3718e+00 -6.6138e-02 -3.5771e-01 -3.1564e-01 -3.3449e-01 -2.9569e-01 -1.0656e+00  1.0745e+00  1.3753e+00  1.5506e+00  1.2348e-01 -8.6813e-01 -1.5090e-01 -8.8926e-01  1.9106e-01 -3.0086e-01 -1.3379e+00  1.2962e+00  2.0423e-01 -5.6016e-01 -9.7314e-01 -1.0232e+00 -7.4287e-01 -6.6894e-01 -6.3074e-01 -3.5408e-02  1.6448e+00  3.3544e-01 -1.4952e+00 -1.1558e+00 -1.2678e+00 -1.2676e+00 -3.9253e-01  1.0695e+00 -1.2407e-01  3.9355e-01  2.2382e+00  1.8602e+00  2.3685e-01 -8.4557e-01 -1.0114e+00 -8.6338e-01 -6.4652e-01 -2.8726e-02  1.4871e-01  1.1451e-01  1.0656e+00  1.8270e-01 -2.7385e-01 -1.6931e-01  2.0500e-01  8.0083e-01  2.3424e-01  5.4406e-01  5.0436e-01  1.1150e+00  1.0016e+00 -1.7980e-01 -4.0367e-01  5.8207e-01  3.5686e-01 -3.3034e-01 -5.9820e-01 -7.3625e-01  4.2238e-01  4.7079e-01 -3.3675e-01 -3.3240e-01 -6.3494e-01 -2.9863e-01  9.4589e-01  1.2413e+00  1.0802e+00  1.3144e+00  3.2013e-01 -5.5843e-01 -5.0803e-01 -5.4090e-01 -1.0209e+00 -1.3167e-01  1.0502e+00  1.4136e+00  1.7348e+00  1.2316e+00  2.4098e-01 -9.1825e-01 -9.5422e-01 -4.9052e-01 -5.9368e-01 -5.4133e-01 -5.6252e-01  1.1426e-01 -4.1741e-01 -1.1915e+00 -1.3890e+00 -1.3733e+00 -1.5582e+00 -1.0689e+00 -1.6604e-01  4.9317e-01 -4.5707e-01 -1.2350e+00 -1.2395e+00 -9.3694e-01 -8.8793e-01 -4.7612e-01  1.0986e-01  9.5947e-01  1.1363e+00  2.0510e+00 -8.9079e-01 -1.7638e-01 -2.7760e-01 -3.5543e-01  1.7616e-01 -3.2584e-01  8.7659e-02 -3.0619e-01  2.5191e-01  8.5722e-01  1.3656e+00 -6.5941e-01 -1.3441e+00  6.0000e+01 
 5.0886e-01 -1.6462e-01  1.6924e+00  3.8219e-01 -6.4702e-01  1.4774e+00  1.5778e+00  1.4182e+00  2.2522e-02 -2.7807e-01 -3.2273e-01 -3.6674e-01 -2.9016e-01 -1.0974e+00  1.0238e+00  1.1386e+00  1.5120e+00  1.9897e-01 -7.4629e-01 -5.5228e-02 -8.6714e-01  2.3019e-01 -2.2889e-01 -8.8087e-01  1.1662e+00  2.8242e-01 -5.7529e-01 -9.2817e-01 -9.4137e-01 -6.7628e-01 -6.1293e-01 -5.2209e-01  1.3045e-01  1.6164e+00  3.5470e-01 -1.6369e+00 -1.2016e+00 -1.2698e+00 -1.2513e+00 -3.5705e-01  1.0952e+00 -6.8216e-02  4.2189e-01  2.2415e+00  1.8173e+00  1.4803e-01 -9.6736e-01 -1.0847e+00 -8.8513e-01 -6.9921e-01 -7.3592e-02  1.4185e-01  1.4816e-01  1.1539e+00  2.0919e-01 -2.9404e-01 -1.4836e-01  2.0599e-01  7.9336e-01  2.9448e-01  5.9459e-01  4.5266e-01  1.1314e+00  1.0166e+00 -2.0305e-01 -4.1900e-01  5.5436e-01  3.3644e-01 -3.4440e-01 -7.0425e-01 -7.6200e-01  3.8372e-01  5.1919e-01 -3.6343e-01 -3.4947e-01 -7.3067e-01 -4.0925e-01  9.7568e-01  8.8709e-01  9.7070e-01  1.4495e+00  4.1928e-01 -4.8858e-01 -5.6384e-01 -5.4651e-01 -9.2894e-01 -2.4552e-01  1.0511e+00  1.4521e+00  1.2602e+00  8.7645e-01  2.9877e-01 -8.5925e-01 -8.9583e-01 -4.0662e-01 -5.4248e-01 -4.7737e-01 -3.4842e-01  1.9841e-01 -5.2661e-01 -1.2491e+00 -1.3418e+00 -1.3280e+00 -1.5018e+00 -1.0235e+00 -1.2574e-01  5.6967e-01 -5.6631e-01 -1.3330e+00 -1.3236e+00 -9.7068e-01 -9.1078e-01 -4.5826e-01  1.4333e-01  9.4146e-01  1.0829e+00  2.1231e+00 -9.4097e-01 -1.7453e-01 -3.0713e-01 -3.5993e-01  1.6934e-01 -3.4261e-01  7.8471e-02 -3.2185e-01  2.4542e-01  8.1421e-01  1.4334e+00 -5.4265e-01  2.3900e-01  6.0000e+01 
