        Fp1         Fpz         Fp2         AF3         AF4         F11          F7          F5          F3          F1          Fz          F2          F4          F6          F8         F12        FT11         FC5         FC3         FC1         FCz         FC2         FC4         FC6        FT12          T7          C5          C3          C1          Cz          C2          C4          C6          T8         TP7         CP5         CP3         CP1         CPz         CP2         CP4         CP6         TP8          M1          M2          P7          P5          P3          P1          Pz          P2          P4          P6          P8         PO7         PO3         POz         PO4         PO8          O1          Oz          O2         Cb1         Cb2        AFp1        AFp2         AF7         AF5         AFz         AF6         AF8       AFF5h       AFF3h       AFF1h       AFF2h       AFF4h       AFF6h          F9         F10       FFT7h       FFC5h       FFC3h       FFC1h       FFC2h       FFC4h       FFC6h       FFT8h         FT9         FT7         FT8        FT10       FTT7h       FCC5h       FCC3h       FCC1h       FCC2h       FCC4h       FCC6h       FTT8h       TTP7h       CCP5h       CCP3h       CCP1h       CCP2h       CCP4h       CCP6h       TTP8h       TPP7h       CPP5h       CPP3h       CPP1h       CPP2h       CPP4h       CPP6h       TPP8h          P9         P10       PPO3h       PPO1h       PPO2h       PPO4h         PO9         PO5         PO1         PO2         PO6        PO10         Cbz        VEOG        HEOG     Trigger 
 4.7089e-01 -1.2813e-01  1.0129e+00 -4.2601e-01 -8.0680e-03 -9.9273e-01 -9.7233e-01 -5.2086e-01 -5.0782e-01  5.7019e-01  4.4767e-02 -1.9812e-02 -3.3447e-02  3.8063e-02  2.0511e-01  6.4398e-01 -1.0826e+00 -9.6739e-01 -6.0504e-01 -6.2594e-01 -3.3067e-02 -4.9971e-02 -4.3247e-01  1.2050e-01  8.8194e-01 -7.5314e-01 -1.2914e+00 -1.4561e+00 -6.8739e-01 -6.7374e-01 -1.5819e-01 -2.0193e-01  2.9283e-01  4.9933e-01 -1.6833e+00 -1.5310e+00 -1.5826e+00 -1.5327e+00 -6.5090e-01 -1.0034e-01  5.1745e-01  8.7935e-01  1.1670e+00 -6.8077e-01  1.5958e+00 -9.2095e-01 -1.1346e+00 -9.7235e-01 -1.0955e+00 -1.9166e-02 -2.8117e-03  1.0641e+00  1.7871e+00  2.2150e+00  1.0391e-01  4.8832e-02  4.5916e-02  1.2988e+00  2.3231e+00  1.6024e+00  1.0654e+00  1.6310e+00  5.3519e-01  1.7882e+00 -3.3559e-01  8.5466e-01 -3.0770e-01 -3.7694e-01  1.0361e-01  1.5738e+00  1.7513e+00 -3.9051e-01 -3.2373e-01  1.1032e-01  1.1673e-01  1.0507e-01  3.9259e-01 -3.6086e-01  3.2356e-01 -8.9354e-01 -4.3725e-01 -4.0193e-01  4.1697e-01  1.3377e-01  3.4273e-02  4.1062e-02  3.9427e-01 -2.3054e+00 -7.7923e-01  3.5102e-01  5.5014e-01 -8.0985e-01 -1.0389e+00 -5.1412e-01 -5.4392e-01  9.7784e-02 -2.9327e-02 -9.5726e-03  2.9270e-01 -1.0563e+00 -1.7093e+00 -8.8959e-01 -5.9806e-01 -5.1883e-01 -2.3708e-01  3.2364e-01  6.6477e-01 -9.1834e-01 -1.5760e+00 -1.4499e+00 -1.0679e+00 -3.5716e-01  4.8686e-01  1.3574e+00  1.6484e+00 -2.7701e-01  2.2605e+00 -4.7542e-01  8.7165e-02  1.2487e-01  1.3317e-01  1.6612e-01  1.9258e-01  1.0999e-01  1.3280e-01  2.0892e+00  2.3294e+00  1.3236e+00 -2.5335e-01  2.4359e+00 -6.3003e-03 
 1.4534e-01 -4.1337e-01  7.1331e-01 -6.7344e-01 -2.4759e-01 -1.2202e+00 -1.2284e+00 -7.4739e-01 -7.3784e-01  3.0623e-01 -1.9022e-01 -2.6309e-01 -2.7073e-01 -1.2335e-01  7.5004e-02  5.1775e-01 -1.2656e+00 -1.2015e+00 -8.1349e-01 -8.1429e-01 -2.7075e-01 -2.8651e-01 -6.1583e-01  6.2923e-02  7.3468e-01 -1.0533e+00 -1.5449e+00 -1.6727e+00 -8.7741e-01 -8.5651e-01 -3.5595e-01 -2.0970e-01  3.4093e-01  5.3189e-01 -1.8467e+00 -1.6539e+00 -1.5576e+00 -1.5673e+00 -8.2238e-01  6.7717e-02  7.4306e-01  1.0474e+00  1.2933e+00 -6.8722e-01  1.7493e+00 -7.9405e-01 -1.0753e+00 -8.6407e-01 -9.2511e-01  3.5980e-01  3.6621e-01  1.4513e+00  2.1712e+00  2.5558e+00  4.0863e-01  3.6309e-01  4.2469e-01  1.9134e+00  2.8959e+00  2.1743e+00  1.8289e+00  2.4096e+00  1.0560e+00  2.4167e+00 -5.6541e-01  5.1293e-01 -5.5636e-01 -6.0585e-01 -1.3461e-01  1.3047e+00  1.4490e+00 -6.2296e-01 -5.5797e-01 -1.2683e-01 -1.1950e-01 -1.2259e-01  1.6576e-01 -4.5087e-01  2.4493e-01 -1.1406e+00 -6.4887e-01 -6.2127e-01  1.7840e-01 -1.1358e-01 -1.9151e-01 -1.1690e-01  3.0123e-01 -2.6559e+00 -1.0238e+00  3.3829e-01  4.5892e-01 -1.0500e+00 -1.3059e+00 -7.1640e-01 -7.3517e-01 -1.4151e-01 -2.2427e-01 -4.8957e-02  2.9068e-01 -1.2939e+00 -1.8857e+00 -1.0723e+00 -7.7104e-01 -5.2284e-01 -1.5843e-01  4.4830e-01  7.6143e-01 -9.4054e-01 -1.5911e+00 -1.4220e+00 -9.6246e-01 -1.3682e-01  7.4838e-01  1.6268e+00  1.9030e+00 -1.4894e-01  2.5164e+00 -2.2864e-01  4.7528e-01  5.0027e-01  5.1522e-01  4.7402e-01  5.1331e-01  4.9124e-01  5.2572e-01  2.7466e+00  2.8201e+00  2.0440e+00 -6.6321e-01  2.8752e+00 -6.3003e-03 
-2.9678e-01 -7.5847e-01  3.5231e-01 -9.1926e-01 -4.9931e-01 -1.4721e+00 -1.4445e+00 -9.6573e-01 -9.6369e-01  3.5050e-02 -4.3940e-01 -5.1214e-01 -5.1909e-01 -3.2054e-01 -1.0535e-01  3.4252e-01 -1.4821e+00 -1.3980e+00 -1.0106e+00 -9.8609e-01 -5.1915e-01 -5.2915e-01 -8.1294e-01 -6.9722e-02  5.1593e-01 -1.3545e+00 -1.7578e+00 -1.8385e+00 -1.0536e+00 -1.0244e+00 -5.6608e-01 -2.5413e-01  3.3334e-01  5.1321e-01 -1.9386e+00 -1.7209e+00 -1.4732e+00 -1.5510e+00 -9.7793e-01  2.4258e-01  9.2375e-01  1.1571e+00  1.3226e+00 -7.0065e-01  1.7975e+00 -6.3153e-01 -9.6242e-01 -6.9854e-01 -6.8650e-01  7.9421e-01  7.9546e-01  1.8287e+00  2.5163e+00  2.8186e+00  7.6189e-01  7.2535e-01  8.6548e-01  2.5690e+00  3.4702e+00  2.8027e+00  2.6710e+00  3.2273e+00  1.6199e+00  2.9722e+00 -7.8553e-01  1.3000e-01 -8.0084e-01 -8.3069e-01 -3.8089e-01  9.5052e-01  1.0872e+00 -8.4383e-01 -7.8597e-01 -3.7153e-01 -3.6304e-01 -3.6729e-01 -9.7106e-02 -5.7175e-01  1.0549e-01 -1.3464e+00 -8.4686e-01 -8.3097e-01 -7.7817e-02 -3.7313e-01 -4.3061e-01 -3.0050e-01  1.3962e-01 -3.0153e+00 -1.2719e+00  2.5054e-01  3.0362e-01 -1.3019e+00 -1.5175e+00 -9.0441e-01 -9.0270e-01 -3.8620e-01 -4.2651e-01 -1.3489e-01  2.1838e-01 -1.4895e+00 -2.0028e+00 -1.2338e+00 -9.2636e-01 -5.2335e-01 -9.4172e-02  5.2782e-01  7.9995e-01 -9.1864e-01 -1.5465e+00 -1.3410e+00 -8.0119e-01  1.1129e-01  1.0123e+00  1.8699e+00  2.0855e+00 -8.5084e-03  2.7001e+00  9.1763e-02  9.2217e-01  9.4100e-01  9.5565e-01  8.3743e-01  8.8948e-01  9.3545e-01  9.7960e-01  3.4413e+00  3.3047e+00  2.8007e+00 -4.5132e-01  4.0471e+00 -6.3003e-03 
-8.0468e-01 -1.1303e+00 -4.3062e-02 -1.1548e+00 -7.6097e-01 -1.7577e+00 -1.5988e+00 -1.1699e+00 -1.1769e+00 -2.3045e-01 -6.9209e-01 -7.5615e-01 -7.5973e-01 -5.5972e-01 -3.7534e-01  1.0189e-01 -1.6857e+00 -1.5438e+00 -1.1965e+00 -1.1472e+00 -7.6110e-01 -7.6453e-01 -9.8748e-01 -2.5623e-01  2.5814e-01 -1.6013e+00 -1.9140e+00 -1.9517e+00 -1.2101e+00 -1.1782e+00 -7.7994e-01 -3.3483e-01  2.6296e-01  4.3287e-01 -1.9365e+00 -1.7365e+00 -1.3335e+00 -1.4816e+00 -1.1256e+00  4.0941e-01  1.0444e+00  1.2046e+00  1.2659e+00 -6.8875e-01  1.7496e+00 -4.3893e-01 -7.9629e-01 -4.7350e-01 -3.8937e-01  1.2565e+00  1.2584e+00  2.1685e+00  2.7983e+00  2.9969e+00  1.1668e+00  1.1436e+00  1.3370e+00  3.2349e+00  4.0312e+00  3.4787e+00  3.5489e+00  4.0470e+00  2.2042e+00  3.4287e+00 -1.0030e+00 -2.5627e-01 -1.0354e+00 -1.0453e+00 -6.2343e-01  5.0045e-01  7.1388e-01 -1.0509e+00 -1.0046e+00 -6.1706e-01 -6.0471e-01 -6.2453e-01 -3.9500e-01 -7.3369e-01 -1.1464e-01 -1.4916e+00 -1.0333e+00 -1.0323e+00 -3.4608e-01 -6.2752e-01 -6.6983e-01 -4.6550e-01 -8.9920e-02 -3.3516e+00 -1.4932e+00  7.9981e-02  8.1334e-02 -1.5323e+00 -1.6770e+00 -1.0784e+00 -1.0519e+00 -6.2825e-01 -6.3569e-01 -2.6745e-01  7.0037e-02 -1.6165e+00 -2.0605e+00 -1.3707e+00 -1.0696e+00 -5.3003e-01 -6.4290e-02  5.5414e-01  7.6906e-01 -8.4795e-01 -1.4347e+00 -1.2079e+00 -6.0414e-01  3.6840e-01  1.2586e+00  2.0687e+00  2.1828e+00  1.4121e-01  2.8228e+00  4.7693e-01  1.3983e+00  1.4185e+00  1.4284e+00  1.2592e+00  1.3223e+00  1.4117e+00  1.4687e+00  4.1340e+00  3.7699e+00  3.5417e+00 -8.6884e-01  3.9842e+00 -6.3003e-03 
-1.3246e+00 -1.4764e+00 -4.2916e-01 -1.3609e+00 -1.0203e+00 -2.0175e+00 -1.7275e+00 -1.3461e+00 -1.3618e+00 -4.5882e-01 -9.3467e-01 -9.8325e-01 -9.8871e-01 -8.2644e-01 -6.6678e-01 -1.4550e-01 -1.8573e+00 -1.6701e+00 -1.3582e+00 -1.2857e+00 -9.8939e-01 -9.8239e-01 -1.1691e+00 -5.1363e-01  4.7848e-03 -1.7829e+00 -2.0120e+00 -2.0082e+00 -1.3462e+00 -1.3114e+00 -9.9367e-01 -4.6224e-01  1.2438e-01  2.9702e-01 -1.8418e+00 -1.6910e+00 -1.1554e+00 -1.3778e+00 -1.2543e+00  5.4299e-01  1.0899e+00  1.1895e+00  1.1512e+00 -6.5529e-01  1.6296e+00 -2.2825e-01 -5.7994e-01 -2.0957e-01 -6.6238e-02  1.7155e+00  1.7257e+00  2.4506e+00  3.0170e+00  3.1080e+00  1.6044e+00  1.5902e+00  1.8126e+00  3.8682e+00  4.5645e+00  4.1662e+00  4.4097e+00  4.8247e+00  2.7595e+00  3.7525e+00 -1.1932e+00 -6.1430e-01 -1.2434e+00 -1.2363e+00 -8.5593e-01  3.3354e-02  3.4068e-01 -1.2301e+00 -1.1967e+00 -8.5146e-01 -8.3617e-01 -8.8807e-01 -7.0052e-01 -9.2697e-01 -3.6412e-01 -1.6164e+00 -1.1956e+00 -1.2094e+00 -6.0065e-01 -8.7129e-01 -9.0594e-01 -6.6415e-01 -3.5869e-01 -3.6147e+00 -1.6797e+00 -1.5348e-01 -1.6459e-01 -1.7347e+00 -1.7713e+00 -1.2306e+00 -1.1769e+00 -8.5717e-01 -8.4258e-01 -4.5341e-01 -1.4390e-01 -1.6644e+00 -2.0552e+00 -1.4851e+00 -1.1945e+00 -5.5775e-01 -7.9343e-02  5.1165e-01  6.6992e-01 -7.2649e-01 -1.2686e+00 -1.0443e+00 -3.9563e-01  6.0031e-01  1.4630e+00  2.2192e+00  2.2121e+00  2.9387e-01  2.8991e+00  8.9259e-01  1.8683e+00  1.8962e+00  1.8980e+00  1.7089e+00  1.7814e+00  1.8898e+00  1.9538e+00  4.7931e+00  4.2010e+00  4.1991e+00 -9.4911e-01  3.4702e+00 -6.3003e-03 
-1.7887e+00 -1.7582e+00 -7.7398e-01 -1.5414e+00 -1.2732e+00 -2.2579e+00 -1.8241e+00 -1.5027e+00 -1.5243e+00 -6.5382e-01 -1.1650e+00 -1.1952e+00 -1.1992e+00 -1.1087e+00 -9.9186e-01 -3.9432e-01 -1.9544e+00 -1.7753e+00 -1.5093e+00 -1.4207e+00 -1.1993e+00 -1.1836e+00 -1.3361e+00 -7.9784e-01 -1.9744e-01 -1.8726e+00 -2.0595e+00 -2.0332e+00 -1.4711e+00 -1.4387e+00 -1.2061e+00 -6.2900e-01 -6.6400e-02  1.2545e-01 -1.6678e+00 -1.6148e+00 -9.6337e-01 -1.2575e+00 -1.3841e+00  6.2669e-01  1.0654e+00  1.1277e+00  1.0213e+00 -5.6380e-01  1.4971e+00 -8.1086e-03 -3.3125e-01  7.6622e-02  2.5630e-01  2.1426e+00  2.1668e+00  2.6644e+00  3.1746e+00  3.1879e+00  2.0688e+00  2.0644e+00  2.2572e+00  4.4512e+00  5.0772e+00  4.8577e+00  5.2272e+00  5.5523e+00  3.2889e+00  3.9914e+00 -1.3732e+00 -9.1323e-01 -1.4304e+00 -1.4086e+00 -1.0767e+00 -4.4048e-01  1.6010e-02 -1.3923e+00 -1.3719e+00 -1.0771e+00 -1.0581e+00 -1.1491e+00 -1.0054e+00 -1.1466e+00 -6.3677e-01 -1.7154e+00 -1.3485e+00 -1.3748e+00 -8.4246e-01 -1.0988e+00 -1.1339e+00 -8.5510e-01 -6.4622e-01 -3.7922e+00 -1.8147e+00 -4.3051e-01 -4.1477e-01 -1.8861e+00 -1.8312e+00 -1.3751e+00 -1.3002e+00 -1.0764e+00 -1.0551e+00 -6.7956e-01 -4.0190e-01 -1.6433e+00 -2.0145e+00 -1.5909e+00 -1.3205e+00 -6.2207e-01 -1.5462e-01  4.1064e-01  5.2008e-01 -5.6691e-01 -1.0664e+00 -8.6836e-01 -2.1068e-01  7.8725e-01  1.6101e+00  2.3138e+00  2.1939e+00  4.5996e-01  2.9757e+00  1.3118e+00  2.3017e+00  2.3415e+00  2.3348e+00  2.1811e+00  2.2603e+00  2.3354e+00  2.4068e+00  5.4003e+00  4.6070e+00  4.7677e+00 -1.0427e+00  3.7866e+00 -6.3003e-03 
-2.1546e+00 -1.9408e+00 -1.0432e+00 -1.6919e+00 -1.5078e+00 -2.4269e+00 -1.9290e+00 -1.6406e+00 -1.6646e+00 -8.0868e-01 -1.3810e+00 -1.3940e+00 -1.4009e+00 -1.3782e+00 -1.2682e+00 -5.7738e-01 -1.9769e+00 -1.8912e+00 -1.6492e+00 -1.5512e+00 -1.3983e+00 -1.3737e+00 -1.5282e+00 -1.1053e+00 -3.1123e-01 -1.8939e+00 -2.0740e+00 -2.0437e+00 -1.5956e+00 -1.5650e+00 -1.4209e+00 -8.3575e-01 -2.9180e-01 -5.0265e-02 -1.4463e+00 -1.5161e+00 -7.8740e-01 -1.1516e+00 -1.5133e+00  6.4325e-01  9.7930e-01  1.0361e+00  9.2087e-01 -4.2445e-01  1.4084e+00  2.0832e-01 -6.8402e-02  3.5199e-01  5.4022e-01  2.5151e+00  2.5581e+00  2.8121e+00  3.2958e+00  3.2826e+00  2.5323e+00  2.5304e+00  2.6498e+00  4.9618e+00  5.5724e+00  5.5198e+00  5.9724e+00  6.2164e+00  3.7729e+00  4.1760e+00 -1.5290e+00 -1.1398e+00 -1.5913e+00 -1.5605e+00 -1.2897e+00 -8.3753e-01 -2.5481e-01 -1.5356e+00 -1.5256e+00 -1.2919e+00 -1.2724e+00 -1.3986e+00 -1.2811e+00 -1.3670e+00 -8.6724e-01 -1.8296e+00 -1.4901e+00 -1.5232e+00 -1.0586e+00 -1.3173e+00 -1.3590e+00 -1.0857e+00 -9.1342e-01 -3.8687e+00 -1.9067e+00 -7.1086e-01 -6.1668e-01 -1.9939e+00 -1.8646e+00 -1.5145e+00 -1.4274e+00 -1.2869e+00 -1.2711e+00 -9.3748e-01 -6.7141e-01 -1.5765e+00 -1.9548e+00 -1.7018e+00 -1.4507e+00 -7.3484e-01 -2.8796e-01  2.5710e-01  3.4779e-01 -3.8227e-01 -8.6001e-01 -7.1153e-01 -7.4491e-02  9.0619e-01  1.6896e+00  2.3622e+00  2.1710e+00  6.4392e-01  3.0879e+00  1.6938e+00  2.6741e+00  2.7264e+00  2.7107e+00  2.6408e+00  2.7247e+00  2.7255e+00  2.7976e+00  5.9506e+00  4.9928e+00  5.2373e+00 -7.8549e-01  2.4778e+00 -6.3003e-03 
-2.3903e+00 -2.0216e+00 -1.2263e+00 -1.8295e+00 -1.7227e+00 -2.5466e+00 -2.0286e+00 -1.7785e+00 -1.8009e+00 -9.5178e-01 -1.5911e+00 -1.5922e+00 -1.5977e+00 -1.6173e+00 -1.5099e+00 -6.9662e-01 -1.9125e+00 -2.0068e+00 -1.7993e+00 -1.7012e+00 -1.5931e+00 -1.5655e+00 -1.7249e+00 -1.3793e+00 -3.1508e-01 -1.8534e+00 -2.0739e+00 -2.0742e+00 -1.7338e+00 -1.7102e+00 -1.6414e+00 -1.0642e+00 -5.1901e-01 -1.9709e-01 -1.2088e+00 -1.4315e+00 -6.5343e-01 -1.0788e+00 -1.6651e+00  5.9239e-01  8.5723e-01  9.4149e-01  8.8929e-01 -2.1703e-01  1.4281e+00  4.1290e-01  1.8144e-01  5.9695e-01  7.6630e-01  2.8203e+00  2.8823e+00  2.9047e+00  3.3997e+00  3.4345e+00  2.9816e+00  2.9814e+00  2.9696e+00  5.4046e+00  6.0651e+00  6.1471e+00  6.6426e+00  6.8320e+00  4.2388e+00  4.3910e+00 -1.6857e+00 -1.2877e+00 -1.7406e+00 -1.7052e+00 -1.5004e+00 -1.1602e+00 -4.3546e-01 -1.6788e+00 -1.6763e+00 -1.5056e+00 -1.4867e+00 -1.6268e+00 -1.5245e+00 -1.5710e+00 -1.0507e+00 -1.9422e+00 -1.6408e+00 -1.6743e+00 -1.2648e+00 -1.5305e+00 -1.5820e+00 -1.3029e+00 -1.1411e+00 -3.8722e+00 -1.9558e+00 -9.6652e-01 -7.5724e-01 -2.0507e+00 -1.9110e+00 -1.6671e+00 -1.5826e+00 -1.4995e+00 -1.5010e+00 -1.2002e+00 -9.1952e-01 -1.4973e+00 -1.9114e+00 -1.8343e+00 -1.6059e+00 -8.9958e-01 -4.7641e-01  8.0727e-02  1.8846e-01 -1.9466e-01 -6.7503e-01 -5.9121e-01 -8.3869e-03  9.5792e-01  1.7059e+00  2.3702e+00  2.1742e+00  8.5990e-01  3.2817e+00  2.0188e+00  2.9747e+00  3.0368e+00  3.0134e+00  3.0819e+00  3.1672e+00  3.0420e+00  3.1162e+00  6.4491e+00  5.3800e+00  5.6530e+00 -1.3975e+00  2.4300e+00 -6.3003e-03 
-2.5027e+00 -2.0103e+00 -1.3174e+00 -1.9575e+00 -1.9097e+00 -2.5853e+00 -2.1481e+00 -1.9205e+00 -1.9389e+00 -1.0925e+00 -1.7991e+00 -1.7955e+00 -1.8034e+00 -1.8025e+00 -1.6516e+00 -7.0642e-01 -1.7944e+00 -2.1380e+00 -1.9588e+00 -1.8664e+00 -1.7957e+00 -1.7682e+00 -1.9571e+00 -1.6153e+00 -2.0927e-01 -1.7994e+00 -2.0775e+00 -2.1369e+00 -1.8929e+00 -1.8757e+00 -1.8704e+00 -1.3051e+00 -7.2422e-01 -2.8597e-01 -9.9040e-01 -1.3643e+00 -5.8091e-01 -1.0587e+00 -1.8330e+00  4.7809e-01  7.2040e-01  8.6208e-01  9.4783e-01  2.6135e-02  1.5872e+00  5.9465e-01  3.9910e-01  7.8580e-01  9.1514e-01  3.0549e+00  3.1341e+00  2.9606e+00  3.5153e+00  3.6710e+00  3.3853e+00  3.3800e+00  3.2149e+00  5.7767e+00  6.5545e+00  6.7068e+00  7.2262e+00  7.3959e+00  4.6779e+00  4.6679e+00 -1.8319e+00 -1.3687e+00 -1.8778e+00 -1.8441e+00 -1.7142e+00 -1.3526e+00 -5.3804e-01 -1.8216e+00 -1.8224e+00 -1.7184e+00 -1.7038e+00 -1.8266e+00 -1.7171e+00 -1.7286e+00 -1.1381e+00 -2.0757e+00 -1.7967e+00 -1.8237e+00 -1.4593e+00 -1.7481e+00 -1.8090e+00 -1.5400e+00 -1.3028e+00 -3.8219e+00 -1.9841e+00 -1.1624e+00 -8.0406e-01 -2.0787e+00 -1.9727e+00 -1.8318e+00 -1.7625e+00 -1.7157e+00 -1.7392e+00 -1.4505e+00 -1.1161e+00 -1.4358e+00 -1.8946e+00 -1.9943e+00 -1.7816e+00 -1.1097e+00 -6.9838e-01 -1.0043e-01  7.3664e-02 -1.9329e-02 -5.3775e-01 -5.2735e-01 -1.2777e-02  9.4409e-01  1.6696e+00  2.3574e+00  2.2380e+00  1.1070e+00  3.5701e+00  2.2645e+00  3.2024e+00  3.2690e+00  3.2372e+00  3.4723e+00  3.5562e+00  3.2833e+00  3.3550e+00  6.9051e+00  5.7751e+00  6.0335e+00 -1.6706e+00  3.2511e+00 -6.3003e-03 
-2.5078e+00 -1.9455e+00 -1.3360e+00 -2.0927e+00 -2.0718e+00 -2.5846e+00 -2.2567e+00 -2.0800e+00 -2.0933e+00 -1.2612e+00 -2.0119e+00 -2.0111e+00 -2.0172e+00 -1.9305e+00 -1.7346e+00 -6.3941e-01 -1.6370e+00 -2.2578e+00 -2.1407e+00 -2.0599e+00 -2.0084e+00 -1.9881e+00 -2.1886e+00 -1.7689e+00 -1.2391e-02 -1.7489e+00 -2.0949e+00 -2.2484e+00 -2.0750e+00 -2.0701e+00 -2.1048e+00 -1.5339e+00 -8.8074e-01 -3.0107e-01 -8.1238e-01 -1.3377e+00 -5.7500e-01 -1.0895e+00 -2.0291e+00  3.2136e-01  5.9681e-01  8.1602e-01  1.0983e+00  3.0339e-01  1.9004e+00  7.4939e-01  5.6516e-01  9.1515e-01  9.9295e-01  3.2250e+00  3.3156e+00  2.9975e+00  3.6514e+00  3.9950e+00  3.7318e+00  3.7224e+00  3.3849e+00  6.0941e+00  7.0410e+00  7.1935e+00  7.7279e+00  7.9191e+00  5.1128e+00  5.0569e+00 -1.9900e+00 -1.3967e+00 -2.0164e+00 -1.9876e+00 -1.9312e+00 -1.4541e+00 -5.4786e-01 -1.9771e+00 -1.9779e+00 -1.9360e+00 -1.9258e+00 -1.9925e+00 -1.8684e+00 -1.8280e+00 -1.1517e+00 -2.1937e+00 -1.9697e+00 -1.9859e+00 -1.6616e+00 -1.9687e+00 -2.0355e+00 -1.7325e+00 -1.4008e+00 -3.7656e+00 -1.9996e+00 -1.2885e+00 -7.7301e-01 -2.0822e+00 -2.0718e+00 -2.0164e+00 -1.9742e+00 -1.9395e+00 -1.9872e+00 -1.6604e+00 -1.2440e+00 -1.4151e+00 -1.9219e+00 -2.1818e+00 -1.9844e+00 -1.3486e+00 -9.3517e-01 -2.5506e-01  2.6125e-02  1.2646e-01 -4.5641e-01 -5.1798e-01 -7.9524e-02  8.8793e-01  1.6021e+00  2.3338e+00  2.3677e+00  1.3860e+00  3.9596e+00  2.4367e+00  3.3678e+00  3.4324e+00  3.3922e+00  3.8114e+00  3.8902e+00  3.4526e+00  3.5252e+00  7.3253e+00  6.1905e+00  6.4247e+00 -1.3327e+00  2.8783e+00 -6.3003e-03 
-2.4467e+00 -1.8640e+00 -1.3016e+00 -2.2312e+00 -2.2049e+00 -2.5267e+00 -2.3658e+00 -2.2485e+00 -2.2579e+00 -1.4533e+00 -2.2251e+00 -2.2321e+00 -2.2409e+00 -1.9979e+00 -1.7239e+00 -4.8237e-01 -1.4870e+00 -2.3703e+00 -2.3296e+00 -2.2613e+00 -2.2306e+00 -2.2194e+00 -2.4320e+00 -1.8590e+00  2.4289e-01 -1.7448e+00 -2.1304e+00 -2.3950e+00 -2.2708e+00 -2.2780e+00 -2.3369e+00 -1.7404e+00 -9.8170e-01 -2.4021e-01 -6.9043e-01 -1.3376e+00 -6.2882e-01 -1.1666e+00 -2.2315e+00  1.4261e-01  4.9906e-01  8.0561e-01  1.3197e+00  5.6710e-01  2.3366e+00  8.7164e-01  6.7522e-01  9.8050e-01  1.0064e+00  3.3418e+00  3.4374e+00  3.0303e+00  3.8154e+00  4.3835e+00  3.9976e+00  3.9800e+00  3.4953e+00  6.3555e+00  7.5036e+00  7.5766e+00  8.1347e+00  8.3835e+00  5.5179e+00  5.5299e+00 -2.1408e+00 -1.3948e+00 -2.1499e+00 -2.1293e+00 -2.1469e+00 -1.4472e+00 -5.0058e-01 -2.1342e+00 -2.1316e+00 -2.1494e+00 -2.1452e+00 -2.1233e+00 -1.9727e+00 -1.8541e+00 -1.0735e+00 -2.3052e+00 -2.1433e+00 -2.1468e+00 -1.8647e+00 -2.1908e+00 -2.2582e+00 -1.9097e+00 -1.4340e+00 -3.7223e+00 -2.0258e+00 -1.3363e+00 -6.6233e-01 -2.0893e+00 -2.1866e+00 -2.2054e+00 -2.1939e+00 -2.1608e+00 -2.2272e+00 -1.8209e+00 -1.2985e+00 -1.4431e+00 -1.9801e+00 -2.3827e+00 -2.1924e+00 -1.5928e+00 -1.1571e+00 -3.7443e-01  5.1620e-02  2.3743e-01 -4.3338e-01 -5.6029e-01 -1.8259e-01  8.0590e-01  1.5227e+00  2.3161e+00  2.5608e+00  1.6787e+00  4.4168e+00  2.5395e+00  3.4844e+00  3.5407e+00  3.4903e+00  4.0752e+00  4.1460e+00  3.5652e+00  3.6355e+00  7.7083e+00  6.6152e+00  6.8194e+00 -1.6798e+00  2.6598e+00 -6.3003e-03 
