        Fp1         Fpz         Fp2         AF3         AF4         F11          F7          F5          F3          F1          Fz          F2          F4          F6          F8         F12        FT11         FC5         FC3         FC1         FCz         FC2         FC4         FC6        FT12          T7          C5          C3          C1          Cz          C2          C4          C6          T8         TP7         CP5         CP3         CP1         CPz         CP2         CP4         CP6         TP8          M1          M2          P7          P5          P3          P1          Pz          P2          P4          P6          P8         PO7         PO3         POz         PO4         PO8          O1          Oz          O2         Cb1         Cb2        AFp1        AFp2         AF7         AF5         AFz         AF6         AF8       AFF5h       AFF3h       AFF1h       AFF2h       AFF4h       AFF6h          F9         F10       FFT7h       FFC5h       FFC3h       FFC1h       FFC2h       FFC4h       FFC6h       FFT8h         FT9         FT7         FT8        FT10       FTT7h       FCC5h       FCC3h       FCC1h       FCC2h       FCC4h       FCC6h       FTT8h       TTP7h       CCP5h       CCP3h       CCP1h       CCP2h       CCP4h       CCP6h       TTP8h       TPP7h       CPP5h       CPP3h       CPP1h       CPP2h       CPP4h       CPP6h       TPP8h          P9         P10       PPO3h       PPO1h       PPO2h       PPO4h         PO9         PO5         PO1         PO2         PO6        PO10         Cbz        VEOG        HEOG     Trigger 
-2.2748e+00 -2.6135e+00 -1.1396e+00 -2.4350e+00 -2.2530e+00 -2.4862e+00 -2.4660e+00 -2.4088e+00 -2.4869e+00 -1.7867e+00 -2.2992e+00 -2.3250e+00 -2.2990e+00 -1.2930e+00 -2.5628e-01  1.1969e+00 -2.1030e+00 -2.4905e+00 -2.4424e+00 -2.3220e+00 -2.2965e+00 -2.2609e+00 -1.1939e+00 -3.6798e-01  2.2059e+00 -2.6053e+00 -2.2044e+00 -2.6244e+00 -2.3586e+00 -2.2717e+00 -2.1961e+00 -1.0095e-01  7.2458e-01  1.5021e+00 -2.5280e+00 -1.8330e+00 -1.1693e+00 -1.6495e+00 -2.2174e+00  1.0067e+00  1.9435e+00  2.3043e+00  2.9137e+00 -1.2003e+00  3.9904e+00 -1.5828e-01 -4.9129e-01  4.4398e-01  4.5099e-01  2.8345e+00  2.7790e+00  3.6237e+00  4.7476e+00  5.7263e+00  3.2004e+00  3.2295e+00  2.8756e+00  4.9206e+00  6.8989e+00  6.8820e+00  5.7802e+00  5.8035e+00  3.8321e+00  4.2151e+00 -2.4640e+00 -1.0331e+00 -2.4643e+00 -2.3913e+00 -2.2780e+00 -6.8184e-01 -2.2989e-01 -2.3530e+00 -2.4345e+00 -2.2795e+00 -2.2290e+00 -2.2423e+00 -1.6317e+00 -1.5694e+00  5.2996e-01 -2.4146e+00 -2.3340e+00 -2.3446e+00 -2.2310e+00 -2.1995e+00 -2.2493e+00 -9.0026e-01 -4.5777e-01 -4.3546e+00 -2.5703e+00  3.4723e-01  1.0700e+00 -2.6011e+00 -2.2956e+00 -2.3025e+00 -2.1913e+00 -2.1026e+00 -1.9465e+00 -4.0584e-01  3.7574e-01 -1.9969e+00 -2.1891e+00 -2.6335e+00 -2.1177e+00 -1.0755e+00 -1.5120e-01  1.2079e+00  1.6762e+00 -9.2221e-01 -1.3318e+00 -1.1146e+00 -6.4970e-01  6.1863e-01  2.3251e+00  3.5392e+00  3.8972e+00  2.4566e-01  5.9076e+00  2.1873e+00  2.8650e+00  2.9169e+00  2.8913e+00  3.3506e+00  3.4279e+00  2.9357e+00  2.9808e+00  6.4182e+00  6.1843e+00  4.3435e+00 -3.5728e+00  5.7136e+00 -6.3003e-03 
-2.1630e+00 -2.5043e+00 -1.0739e+00 -2.3711e+00 -2.1237e+00 -2.5909e+00 -2.4519e+00 -2.3588e+00 -2.4331e+00 -1.7541e+00 -2.2022e+00 -2.2308e+00 -2.1979e+00 -1.1780e+00 -1.6478e-01  1.2174e+00 -2.1960e+00 -2.4848e+00 -2.3908e+00 -2.2738e+00 -2.1941e+00 -2.1610e+00 -1.1235e+00 -3.6379e-01  2.1461e+00 -2.7764e+00 -2.2305e+00 -2.6077e+00 -2.3177e+00 -2.2427e+00 -2.1094e+00 -8.5692e-02  6.9382e-01  1.3734e+00 -2.4970e+00 -1.8403e+00 -1.1582e+00 -1.6336e+00 -2.1834e+00  1.0322e+00  1.9617e+00  2.2605e+00  2.8635e+00 -1.2093e+00  3.7431e+00 -1.5771e-01 -4.7473e-01  4.5986e-01  4.5335e-01  2.7675e+00  2.7200e+00  3.5571e+00  4.6781e+00  5.6175e+00  3.1686e+00  3.2036e+00  2.8009e+00  4.7738e+00  6.6758e+00  6.8223e+00  5.6275e+00  5.5839e+00  3.7166e+00  3.8061e+00 -2.3929e+00 -9.2899e-01 -2.3754e+00 -2.3172e+00 -2.1648e+00 -6.1095e-01 -2.5133e-01 -2.2816e+00 -2.3627e+00 -2.1499e+00 -2.1393e+00 -2.1031e+00 -1.5276e+00 -1.5187e+00  5.4473e-01 -2.3901e+00 -2.2796e+00 -2.2744e+00 -2.1335e+00 -2.0805e+00 -2.1419e+00 -8.3824e-01 -3.1193e-01 -4.3616e+00 -2.4612e+00  2.9551e-01  1.0509e+00 -2.5006e+00 -2.2560e+00 -2.2380e+00 -2.1437e+00 -1.9874e+00 -1.8557e+00 -4.1019e-01  3.4024e-01 -1.9973e+00 -2.1667e+00 -2.6083e+00 -2.0662e+00 -1.0257e+00 -1.1869e-01  1.1899e+00  1.6196e+00 -9.1936e-01 -1.3116e+00 -1.0837e+00 -6.5327e-01  6.1377e-01  2.2767e+00  3.4804e+00  3.8379e+00  2.2540e-01  5.6085e+00  2.1714e+00  2.8054e+00  2.8572e+00  2.8331e+00  3.3433e+00  3.4151e+00  2.8806e+00  2.9300e+00  6.2383e+00  5.8186e+00  4.1505e+00 -3.7537e+00  4.6073e+00 -6.3003e-03 
-1.9605e+00 -2.3527e+00 -1.0033e+00 -2.3039e+00 -1.9843e+00 -2.6660e+00 -2.4248e+00 -2.3037e+00 -2.3740e+00 -1.7315e+00 -2.1182e+00 -2.1501e+00 -2.1148e+00 -1.0325e+00 -2.3320e-02  1.2726e+00 -2.2957e+00 -2.4604e+00 -2.3362e+00 -2.2245e+00 -2.1026e+00 -2.0765e+00 -1.0770e+00 -3.6149e-01  2.1281e+00 -2.9404e+00 -2.2568e+00 -2.5805e+00 -2.2763e+00 -2.2161e+00 -2.0406e+00 -6.2838e-02  6.6078e-01  1.2010e+00 -2.4736e+00 -1.8433e+00 -1.1713e+00 -1.6210e+00 -2.1479e+00  1.0460e+00  1.9834e+00  2.2326e+00  2.8653e+00 -1.2710e+00  3.5450e+00 -2.1027e-01 -4.9439e-01  4.5809e-01  4.3579e-01  2.6926e+00  2.6587e+00  3.4986e+00  4.6517e+00  5.5707e+00  3.0946e+00  3.1304e+00  2.7286e+00  4.6567e+00  6.5271e+00  6.7367e+00  5.4882e+00  5.4167e+00  3.5630e+00  3.5382e+00 -2.3197e+00 -8.5654e-01 -2.2856e+00 -2.2481e+00 -2.0726e+00 -5.2198e-01 -2.8195e-01 -2.2146e+00 -2.2891e+00 -2.0439e+00 -2.0688e+00 -1.9552e+00 -1.4134e+00 -1.4368e+00  5.8118e-01 -2.3598e+00 -2.2251e+00 -2.2085e+00 -2.0634e+00 -1.9856e+00 -2.0578e+00 -8.0505e-01 -1.4891e-01 -4.3709e+00 -2.3911e+00  2.4942e-01  1.0578e+00 -2.4406e+00 -2.2037e+00 -2.1759e+00 -2.1049e+00 -1.8946e+00 -1.7846e+00 -4.2018e-01  3.0087e-01 -1.9964e+00 -2.1570e+00 -2.5890e+00 -2.0220e+00 -9.9264e-01 -9.5406e-02  1.1618e+00  1.5601e+00 -9.5709e-01 -1.3185e+00 -1.0792e+00 -6.6828e-01  5.9541e-01  2.2110e+00  3.4207e+00  3.8224e+00  1.5196e-01  5.3735e+00  2.1334e+00  2.7380e+00  2.7875e+00  2.7661e+00  3.2807e+00  3.3402e+00  2.8152e+00  2.8677e+00  6.1096e+00  5.5631e+00  3.9398e+00 -3.6907e+00  5.0008e+00 -6.3003e-03 
-1.6797e+00 -2.1851e+00 -9.5692e-01 -2.2502e+00 -1.8609e+00 -2.7326e+00 -2.3733e+00 -2.2585e+00 -2.3220e+00 -1.7239e+00 -2.0593e+00 -2.0928e+00 -2.0527e+00 -8.9203e-01  9.0316e-02  1.3040e+00 -2.3747e+00 -2.4100e+00 -2.2958e+00 -2.1918e+00 -2.0289e+00 -2.0160e+00 -1.0265e+00 -3.3672e-01  2.1376e+00 -3.0559e+00 -2.2808e+00 -2.5563e+00 -2.2413e+00 -2.2016e+00 -1.9946e+00 -2.1063e-02  6.4118e-01  1.0288e+00 -2.4728e+00 -1.8573e+00 -1.1981e+00 -1.6052e+00 -2.1269e+00  1.0561e+00  2.0190e+00  2.2351e+00  2.9164e+00 -1.3581e+00  3.4166e+00 -2.9121e-01 -5.3955e-01  4.5091e-01  4.1257e-01  2.6256e+00  2.6075e+00  3.4645e+00  4.6711e+00  5.5920e+00  3.0075e+00  3.0444e+00  2.6688e+00  4.5970e+00  6.4859e+00  6.6583e+00  5.3965e+00  5.3395e+00  3.4108e+00  3.4692e+00 -2.2744e+00 -8.2961e-01 -2.2203e+00 -2.2023e+00 -2.0148e+00 -4.8316e-01 -3.2973e-01 -2.1732e+00 -2.2365e+00 -1.9822e+00 -2.0284e+00 -1.8259e+00 -1.3222e+00 -1.3389e+00  5.9339e-01 -2.3153e+00 -2.1910e+00 -2.1706e+00 -2.0393e+00 -1.9266e+00 -2.0050e+00 -7.5967e-01 -1.8236e-02 -4.3926e+00 -2.3668e+00  2.0887e-01  1.0609e+00 -2.4211e+00 -2.1625e+00 -2.1374e+00 -2.0931e+00 -1.8403e+00 -1.7464e+00 -4.2562e-01  2.6200e-01 -1.9982e+00 -2.1705e+00 -2.5834e+00 -2.0039e+00 -9.8130e-01 -8.4128e-02  1.1408e+00  1.5097e+00 -1.0284e+00 -1.3440e+00 -1.0940e+00 -6.9624e-01  5.7159e-01  2.1458e+00  3.3713e+00  3.8468e+00  4.2605e-02  5.2391e+00  2.0899e+00  2.6757e+00  2.7204e+00  2.7038e+00  3.1918e+00  3.2345e+00  2.7470e+00  2.8084e+00  6.0548e+00  5.4647e+00  3.7474e+00 -2.7268e+00  5.1262e+00 -6.3003e-03 
-1.3644e+00 -2.0190e+00 -9.4373e-01 -2.2092e+00 -1.7649e+00 -2.7535e+00 -2.3383e+00 -2.2231e+00 -2.2761e+00 -1.7099e+00 -2.0246e+00 -2.0562e+00 -2.0182e+00 -7.7753e-01  1.9451e-01  1.3203e+00 -2.4384e+00 -2.3679e+00 -2.2651e+00 -2.1668e+00 -1.9797e+00 -1.9794e+00 -9.9945e-01 -3.1379e-01  2.1571e+00 -3.1204e+00 -2.3055e+00 -2.5338e+00 -2.2162e+00 -2.1929e+00 -1.9712e+00  3.5255e-02  6.4107e-01  9.0682e-01 -2.5111e+00 -1.8704e+00 -1.2294e+00 -1.5909e+00 -2.1094e+00  1.0637e+00  2.0670e+00  2.2695e+00  3.0011e+00 -1.4745e+00  3.3522e+00 -3.7519e-01 -5.9056e-01  4.3683e-01  3.8475e-01  2.5762e+00  2.5747e+00  3.4645e+00  4.7377e+00  5.6711e+00  2.9183e+00  2.9500e+00  2.6337e+00  4.5905e+00  6.5463e+00  6.5877e+00  5.3582e+00  5.3476e+00  3.2631e+00  3.5697e+00 -2.2455e+00 -8.5250e-01 -2.1825e+00 -2.1808e+00 -1.9960e+00 -4.7744e-01 -4.2593e-01 -2.1550e+00 -2.2027e+00 -1.9645e+00 -2.0167e+00 -1.7344e+00 -1.2595e+00 -1.2328e+00  5.9712e-01 -2.2989e+00 -2.1729e+00 -2.1558e+00 -2.0475e+00 -1.9114e+00 -1.9882e+00 -7.4882e-01  5.6595e-02 -4.4114e+00 -2.4007e+00  1.8732e-01  1.0655e+00 -2.4550e+00 -2.1258e+00 -2.1232e+00 -2.1008e+00 -1.8224e+00 -1.7332e+00 -4.2727e-01  2.3252e-01 -2.0091e+00 -2.1965e+00 -2.5916e+00 -2.0062e+00 -9.9142e-01 -7.5338e-02  1.1292e+00  1.4793e+00 -1.1138e+00 -1.3849e+00 -1.1287e+00 -7.3179e-01  5.3981e-01  2.0925e+00  3.3514e+00  3.9096e+00 -8.4741e-02  5.2026e+00  2.0412e+00  2.6250e+00  2.6630e+00  2.6514e+00  3.0820e+00  3.1079e+00  2.6871e+00  2.7542e+00  6.0750e+00  5.5192e+00  3.5753e+00 -2.9295e+00  5.5816e+00 -6.3003e-03 
-1.0564e+00 -1.8788e+00 -9.6765e-01 -2.1926e+00 -1.7061e+00 -2.7645e+00 -2.3129e+00 -2.2104e+00 -2.2479e+00 -1.6943e+00 -2.0132e+00 -2.0389e+00 -2.0021e+00 -7.1103e-01  2.2869e-01  1.2811e+00 -2.4692e+00 -2.3341e+00 -2.2573e+00 -2.1636e+00 -1.9515e+00 -1.9643e+00 -9.6268e-01 -2.6652e-01  2.1723e+00 -3.1099e+00 -2.3338e+00 -2.5288e+00 -2.2061e+00 -2.1977e+00 -1.9635e+00  1.1198e-01  6.7245e-01  8.7359e-01 -2.5894e+00 -1.8997e+00 -1.2569e+00 -1.5754e+00 -2.1091e+00  1.0751e+00  2.1308e+00  2.3364e+00  3.0985e+00 -1.5792e+00  3.3474e+00 -4.3534e-01 -6.3535e-01  4.2466e-01  3.6293e-01  2.5477e+00  2.5598e+00  3.4979e+00  4.8310e+00  5.7839e+00  2.8519e+00  2.8789e+00  2.6182e+00  4.6329e+00  6.6863e+00  6.5459e+00  5.3788e+00  5.4333e+00  3.1573e+00  3.8152e+00 -2.2517e+00 -9.0732e-01 -2.1836e+00 -2.1906e+00 -2.0094e+00 -5.4431e-01 -5.4009e-01 -2.1693e+00 -2.2001e+00 -1.9880e+00 -2.0284e+00 -1.6868e+00 -1.2409e+00 -1.1427e+00  5.6174e-01 -2.3004e+00 -2.1833e+00 -2.1749e+00 -2.0878e+00 -1.9307e+00 -1.9976e+00 -7.2079e-01  5.4710e-02 -4.4345e+00 -2.4775e+00  1.8432e-01  1.0499e+00 -2.5234e+00 -2.1172e+00 -2.1427e+00 -2.1361e+00 -1.8376e+00 -1.7427e+00 -4.1298e-01  2.2035e-01 -2.0385e+00 -2.2404e+00 -2.6140e+00 -2.0377e+00 -1.0178e+00 -6.7204e-02  1.1430e+00  1.4788e+00 -1.1966e+00 -1.4299e+00 -1.1713e+00 -7.7568e-01  5.1024e-01  2.0624e+00  3.3654e+00  3.9897e+00 -1.9757e-01  5.2551e+00  1.9985e+00  2.5899e+00  2.6211e+00  2.6146e+00  2.9852e+00  2.9977e+00  2.6384e+00  2.7127e+00  6.1525e+00  5.6979e+00  3.4568e+00 -2.7409e+00  5.6892e+00 -6.3003e-03 
-8.0834e-01 -1.7699e+00 -1.0061e+00 -2.1933e+00 -1.6761e+00 -2.7443e+00 -2.3333e+00 -2.2163e+00 -2.2349e+00 -1.6640e+00 -2.0146e+00 -2.0313e+00 -2.0021e+00 -6.8977e-01  2.3976e-01  1.2224e+00 -2.4861e+00 -2.3412e+00 -2.2636e+00 -2.1708e+00 -1.9421e+00 -1.9628e+00 -9.4070e-01 -2.1795e-01  2.1731e+00 -3.0472e+00 -2.3714e+00 -2.5397e+00 -2.2120e+00 -2.2089e+00 -1.9637e+00  1.9790e-01  7.3290e-01  9.4639e-01 -2.7009e+00 -1.9317e+00 -1.2767e+00 -1.5659e+00 -2.1140e+00  1.0877e+00  2.2016e+00  2.4236e+00  3.1849e+00 -1.6728e+00  3.3748e+00 -4.5831e-01 -6.6026e-01  4.0925e-01  3.4354e-01  2.5365e+00  2.5585e+00  3.5561e+00  4.9354e+00  5.8998e+00  2.8076e+00  2.8255e+00  2.6202e+00  4.6930e+00  6.8543e+00  6.5180e+00  5.4349e+00  5.5512e+00  3.0864e+00  4.1096e+00 -2.2698e+00 -9.7062e-01 -2.2103e+00 -2.2203e+00 -2.0424e+00 -6.2639e-01 -6.5740e-01 -2.2013e+00 -2.2153e+00 -2.0328e+00 -2.0499e+00 -1.6771e+00 -1.2486e+00 -1.0790e+00  5.2230e-01 -2.3519e+00 -2.2095e+00 -2.2105e+00 -2.1352e+00 -1.9738e+00 -2.0248e+00 -7.1378e-01 -6.8790e-03 -4.4470e+00 -2.5892e+00  2.1033e-01  1.0320e+00 -2.6229e+00 -2.1277e+00 -2.1835e+00 -2.1824e+00 -1.8691e+00 -1.7562e+00 -3.8423e-01  2.3416e-01 -2.0916e+00 -2.2877e+00 -2.6444e+00 -2.0830e+00 -1.0528e+00 -4.9159e-02  1.1788e+00  1.5115e+00 -1.2557e+00 -1.4752e+00 -1.2192e+00 -8.2198e-01  4.8165e-01  2.0568e+00  3.4201e+00  4.0755e+00 -2.7609e-01  5.3524e+00  1.9566e+00  2.5679e+00  2.5944e+00  2.5905e+00  2.9034e+00  2.9095e+00  2.6065e+00  2.6797e+00  6.2550e+00  5.9311e+00  3.3844e+00 -3.5428e+00  5.4560e+00 -6.3003e-03 
-6.4607e-01 -1.6981e+00 -1.0359e+00 -2.2162e+00 -1.6677e+00 -2.7400e+00 -2.3795e+00 -2.2473e+00 -2.2458e+00 -1.6368e+00 -2.0239e+00 -2.0300e+00 -2.0054e+00 -7.0892e-01  1.9775e-01  1.1314e+00 -2.4834e+00 -2.3782e+00 -2.2926e+00 -2.2003e+00 -1.9432e+00 -1.9697e+00 -9.0088e-01 -1.4255e-01  2.1574e+00 -2.9346e+00 -2.4206e+00 -2.5782e+00 -2.2353e+00 -2.2337e+00 -1.9632e+00  2.9212e-01  8.2247e-01  1.1129e+00 -2.8210e+00 -1.9776e+00 -1.2866e+00 -1.5595e+00 -2.1370e+00  1.1037e+00  2.2768e+00  2.5211e+00  3.2425e+00 -1.7209e+00  3.4156e+00 -4.3848e-01 -6.6395e-01  3.9736e-01  3.3337e-01  2.5353e+00  2.5617e+00  3.6236e+00  5.0230e+00  5.9884e+00  2.7945e+00  2.8070e+00  2.6252e+00  4.7512e+00  7.0025e+00  6.5098e+00  5.5093e+00  5.6673e+00  3.0706e+00  4.3922e+00 -2.3088e+00 -1.0092e+00 -2.2590e+00 -2.2664e+00 -2.0789e+00 -7.2513e-01 -7.1133e-01 -2.2503e+00 -2.2505e+00 -2.0852e+00 -2.0705e+00 -1.6891e+00 -1.2768e+00 -1.0601e+00  4.6516e-01 -2.4264e+00 -2.2563e+00 -2.2639e+00 -2.1876e+00 -2.0204e+00 -2.0540e+00 -6.7303e-01 -1.0973e-01 -4.4574e+00 -2.7057e+00  2.5884e-01  1.0032e+00 -2.7238e+00 -2.1758e+00 -2.2439e+00 -2.2420e+00 -1.9060e+00 -1.7687e+00 -3.3287e-01  2.7670e-01 -2.1693e+00 -2.3409e+00 -2.6791e+00 -2.1440e+00 -1.0882e+00 -2.2575e-02  1.2428e+00  1.5749e+00 -1.2811e+00 -1.5103e+00 -1.2590e+00 -8.7083e-01  4.6392e-01  2.0756e+00  3.5044e+00  4.1443e+00 -2.9945e-01  5.4577e+00  1.9228e+00  2.5559e+00  2.5819e+00  2.5781e+00  2.8594e+00  2.8672e+00  2.5884e+00  2.6578e+00  6.3454e+00  6.1512e+00  3.3749e+00 -3.7948e+00  4.8360e+00 -6.3003e-03 
-5.8543e-01 -1.6494e+00 -1.0223e+00 -2.2476e+00 -1.6620e+00 -2.7331e+00 -2.4691e+00 -2.2917e+00 -2.2732e+00 -1.6116e+00 -2.0320e+00 -2.0279e+00 -2.0110e+00 -7.4344e-01  1.7245e-01  1.0630e+00 -2.4851e+00 -2.4597e+00 -2.3307e+00 -2.2378e+00 -1.9516e+00 -1.9785e+00 -8.7112e-01 -6.6757e-02  2.1295e+00 -2.8143e+00 -2.4818e+00 -2.6342e+00 -2.2721e+00 -2.2638e+00 -1.9582e+00  3.7825e-01  9.2591e-01  1.3367e+00 -2.9243e+00 -2.0160e+00 -1.2875e+00 -1.5600e+00 -2.1648e+00  1.1169e+00  2.3440e+00  2.6108e+00  3.2595e+00 -1.7377e+00  3.4382e+00 -3.8592e-01 -6.4462e-01  3.8444e-01  3.2688e-01  2.5351e+00  2.5622e+00  3.6841e+00  5.0813e+00  6.0272e+00  2.7971e+00  2.8027e+00  2.6286e+00  4.7756e+00  7.0792e+00  6.4957e+00  5.5674e+00  5.7301e+00  3.0832e+00  4.5691e+00 -2.3401e+00 -1.0015e+00 -2.3065e+00 -2.3111e+00 -2.1066e+00 -7.6154e-01 -6.7662e-01 -2.2960e+00 -2.2859e+00 -2.1249e+00 -2.0792e+00 -1.7038e+00 -1.2945e+00 -1.0825e+00  4.3454e-01 -2.5371e+00 -2.3053e+00 -2.3124e+00 -2.2264e+00 -2.0591e+00 -2.0785e+00 -6.4073e-01 -2.1104e-01 -4.4512e+00 -2.8119e+00  3.3174e-01  9.8969e-01 -2.8189e+00 -2.2438e+00 -2.3043e+00 -2.2964e+00 -1.9327e+00 -1.7666e+00 -2.6740e-01  3.4690e-01 -2.2621e+00 -2.3840e+00 -2.7104e+00 -2.2020e+00 -1.1180e+00  1.6294e-02  1.3202e+00  1.6574e+00 -1.2644e+00 -1.5327e+00 -1.2887e+00 -9.1563e-01  4.5367e-01  2.1098e+00  3.6096e+00  4.1899e+00 -2.6941e-01  5.5193e+00  1.8906e+00  2.5474e+00  2.5779e+00  2.5700e+00  2.8394e+00  2.8574e+00  2.5847e+00  2.6402e+00  6.3908e+00  6.2855e+00  3.4002e+00 -3.1291e+00  4.8490e+00 -6.3003e-03 
-6.0426e-01 -1.6162e+00 -9.5027e-01 -2.2866e+00 -1.6510e+00 -2.7626e+00 -2.5632e+00 -2.3483e+00 -2.3191e+00 -1.6129e+00 -2.0391e+00 -2.0275e+00 -2.0115e+00 -7.7694e-01  1.4195e-01  1.0096e+00 -2.4813e+00 -2.5547e+00 -2.3820e+00 -2.2914e+00 -1.9613e+00 -1.9881e+00 -8.2445e-01  2.8959e-02  2.0991e+00 -2.6952e+00 -2.5482e+00 -2.7083e+00 -2.3182e+00 -2.3041e+00 -1.9473e+00  4.5304e-01  1.0328e+00  1.5646e+00 -2.9807e+00 -2.0499e+00 -1.2788e+00 -1.5586e+00 -2.2079e+00  1.1281e+00  2.3999e+00  2.6828e+00  3.2357e+00 -1.7047e+00  3.4307e+00 -3.1347e-01 -6.1047e-01  3.8023e-01  3.3092e-01  2.5295e+00  2.5538e+00  3.7228e+00  5.0946e+00  6.0050e+00  2.8143e+00  2.8189e+00  2.6198e+00  4.7594e+00  7.0619e+00  6.4774e+00  5.5942e+00  5.7206e+00  3.1275e+00  4.6174e+00 -2.3718e+00 -9.3368e-01 -2.3464e+00 -2.3494e+00 -2.1179e+00 -7.4133e-01 -5.0984e-01 -2.3375e+00 -2.3218e+00 -2.1476e+00 -2.0749e+00 -1.7050e+00 -1.2952e+00 -1.1445e+00  4.1521e-01 -2.6412e+00 -2.3586e+00 -2.3574e+00 -2.2606e+00 -2.0777e+00 -2.0911e+00 -5.7249e-01 -2.8763e-01 -4.4353e+00 -2.8793e+00  4.1312e-01  9.8424e-01 -2.8809e+00 -2.3391e+00 -2.3615e+00 -2.3491e+00 -1.9470e+00 -1.7554e+00 -1.8835e-01  4.3516e-01 -2.3544e+00 -2.4196e+00 -2.7354e+00 -2.2588e+00 -1.1394e+00  5.7502e-02  1.4063e+00  1.7431e+00 -1.2115e+00 -1.5344e+00 -1.2974e+00 -9.5583e-01  4.5712e-01  2.1519e+00  3.7130e+00  4.2001e+00 -1.9034e-01  5.5140e+00  1.8685e+00  2.5389e+00  2.5785e+00  2.5641e+00  2.8503e+00  2.8843e+00  2.5883e+00  2.6291e+00  6.3712e+00  6.2984e+00  3.4571e+00 -2.8727e+00  5.6593e+00 -6.3003e-03 
-6.7365e-01 -1.5804e+00 -8.1289e-01 -2.3163e+00 -1.6245e+00 -2.7945e+00 -2.6646e+00 -2.3995e+00 -2.3691e+00 -1.6377e+00 -2.0433e+00 -2.0277e+00 -2.0130e+00 -7.8636e-01  1.6705e-01  1.0156e+00 -2.4846e+00 -2.6604e+00 -2.4288e+00 -2.3422e+00 -1.9734e+00 -1.9974e+00 -7.9520e-01  1.1087e-01  2.0766e+00 -2.6106e+00 -2.6101e+00 -2.7790e+00 -2.3645e+00 -2.3429e+00 -1.9345e+00  5.0121e-01  1.1223e+00  1.7446e+00 -2.9751e+00 -2.0525e+00 -1.2603e+00 -1.5535e+00 -2.2496e+00  1.1319e+00  2.4347e+00  2.7246e+00  3.1778e+00 -1.6501e+00  3.3779e+00 -2.3978e-01 -5.6466e-01  3.8413e-01  3.4115e-01  2.5152e+00  2.5363e+00  3.7321e+00  5.0681e+00  5.9248e+00  2.8269e+00  2.8297e+00  2.6029e+00  4.6928e+00  6.9415e+00  6.4327e+00  5.5686e+00  5.6187e+00  3.1659e+00  4.5050e+00 -2.3791e+00 -8.1552e-01 -2.3598e+00 -2.3674e+00 -2.1141e+00 -6.1650e-01 -2.3903e-01 -2.3585e+00 -2.3407e+00 -2.1484e+00 -2.0592e+00 -1.6858e+00 -1.2601e+00 -1.2212e+00  4.3953e-01 -2.7430e+00 -2.3977e+00 -2.3808e+00 -2.2837e+00 -2.0791e+00 -2.0966e+00 -5.2417e-01 -3.1351e-01 -4.3925e+00 -2.9021e+00  4.9701e-01  1.0072e+00 -2.9098e+00 -2.4321e+00 -2.3995e+00 -2.3854e+00 -1.9459e+00 -1.7343e+00 -1.1254e-01  5.2886e-01 -2.4232e+00 -2.4321e+00 -2.7492e+00 -2.2989e+00 -1.1529e+00  9.7069e-02  1.4790e+00  1.8127e+00 -1.1288e+00 -1.5153e+00 -1.2865e+00 -9.8432e-01  4.6662e-01  2.1900e+00  3.8015e+00  4.1818e+00 -8.5893e-02  5.4220e+00  1.8526e+00  2.5265e+00  2.5778e+00  2.5542e+00  2.8661e+00  2.9193e+00  2.5972e+00  2.6184e+00  6.2827e+00  6.1755e+00  3.5034e+00 -3.3358e+00  5.0497e+00 -6.3003e-03 
